Id,origen,destino,num_demandas,ruta_primaria,distancia_primaria,atenuacion_primaria,osnr_primaria,latencia e2e primaria,ruta_secundaria,distancia_secundaria,atenuacion_secundaria,osnr_secundaria,latencia e2e secundaria,Tipo,Estado,Tiempo,CPU,Memoria
85,23,18,1,"[23, 25, 18]",150.0,8.1,13.6,1.2,,,,,,U,OK,1.009415864944458,1.2,223.890625
86,23,18,1,"[23, 25, 18]",150.0,8.1,13.6,1.2,,,,,,U,OK,1.0100631713867188,2.3,223.890625
87,23,21,1,"[23, 26, 21]",250.0,13.3,1.0,1.6,,,,,,U,OK,1.0096940994262695,1.2,223.890625
88,25,3,1,"[25, 23, 13, 9, 7, 5, 3]",750.0,40.1,1.0,4.9,,,,,,U,OK,1.0079710483551025,3.5,223.890625
89,25,3,1,"[25, 18, 14, 10, 8, 4, 3]",800.0,42.8,3.8,5.2,,,,,,U,OK,1.006471872329712,5.1,223.890625
90,25,4,1,"[25, 18, 14, 10, 8, 4]",600.0,32.2,3.8,4.0,,,,,,U,OK,1.0103330612182617,1.2,223.890625
91,25,4,1,"[25, 18, 14, 10, 8, 3, 4]",800.0,42.8,3.8,5.2,,,,,,U,OK,1.0100059509277344,0.0,223.890625
92,25,5,1,"[25, 30, 18, 14, 10, 9, 7, 5]",1050.0,55.9,1.0,6.6,,,,,,U,OK,1.006838083267212,11.2,223.890625
93,25,5,1,"[25, 23, 13, 9, 7, 5]",600.0,32.2,12.8,4.0,,,,,,U,OK,1.0028588771820068,22.9,223.890625
94,25,7,1,"[25, 23, 26, 21, 13, 9, 7]",600.0,32.2,1.0,4.2,,,,,,U,OK,1.0062730312347412,2.4,223.890625
95,25,7,1,"[25, 23, 13, 9, 7]",500.0,26.8,12.8,3.3,,,,,,U,OK,1.0091581344604492,15.7,223.890625
96,25,8,1,"[25, 23, 13, 9, 10, 8]",650.0,34.7,1.0,4.2,,,,,,U,OK,1.0094988346099854,22.1,223.890625
97,25,8,1,"[25, 18, 14, 10, 8]",400.0,21.6,13.6,2.8,,,,,,U,OK,1.0087039470672607,9.4,223.890625
98,25,9,1,"[25, 18, 14, 10, 9]",450.0,24.1,1.0,3.0,,,,,,U,OK,1.0098180770874023,0.0,223.890625
99,25,9,1,"[25, 23, 13, 9]",400.0,21.4,12.8,2.6,,,,,,U,OK,1.009760856628418,6.0,223.890625
100,25,10,1,"[25, 18, 14, 10]",300.0,16.2,13.6,2.1,,,,,,U,OK,1.0063238143920898,1.2,223.890625
101,25,10,1,"[25, 18, 14, 10]",300.0,16.2,13.6,2.1,,,,,,U,OK,1.00996732711792,1.2,223.890625
102,25,13,1,"[25, 23, 26, 21, 13]",400.0,21.4,1.0,2.8,,,,,,U,OK,1.005584955215454,4.7,223.890625
103,25,13,1,"[25, 23, 13]",300.0,16.0,12.8,1.9,,,,,,U,OK,1.0110137462615967,1.2,223.890625
104,25,14,1,"[25, 18, 14]",200.0,10.8,13.6,1.4,,,,,,U,OK,1.0086140632629395,2.4,223.890625
105,25,14,1,"[25, 18, 14]",200.0,10.8,13.6,1.4,,,,,,U,OK,1.0043597221374512,4.7,223.890625
106,25,18,1,"[25, 18]",100.0,5.4,13.6,0.7,,,,,,U,OK,1.0094780921936035,7.0,223.890625
107,25,18,1,"[25, 18]",100.0,5.4,13.6,0.7,,,,,,U,OK,1.0099501609802246,2.4,223.890625
108,25,21,1,"[25, 23, 26, 21]",300.0,16.0,1.0,2.1,,,,,,U,OK,1.0103869438171387,5.7,223.890625
109,25,21,1,"[25, 23, 26, 21]",300.0,16.0,1.0,2.1,,,,,,U,OK,1.0087590217590332,4.7,223.890625
110,25,23,1,"[25, 23]",50.0,2.7,13.8,0.4,,,,,,U,OK,1.006587028503418,2.4,223.890625
111,25,23,1,"[25, 23]",50.0,2.7,13.8,0.4,,,,,,U,OK,1.010697841644287,1.2,223.890625
112,26,3,1,"[26, 23, 13, 9, 7, 5, 3]",850.0,45.3,1.0,5.4,,,,,,U,OK,1.006659984588623,3.7,223.890625
113,26,3,1,"[26, 21, 13, 9, 7, 5, 3]",650.0,34.9,1.0,4.4,,,,,,U,OK,1.010025978088379,21.2,223.890625
114,26,4,1,"[26, 21, 13, 14, 10, 8, 4]",800.0,42.8,3.8,5.2,,,,,,U,OK,1.005929946899414,8.1,223.890625
115,26,4,1,"[26, 21, 13, 14, 10, 8, 4]",800.0,42.8,3.8,5.2,,,,,,U,OK,1.0051100254058838,6.1,223.890625
116,26,5,1,"[26, 21, 13, 9, 7, 5]",500.0,27.0,13.6,3.5,,,,,,U,OK,1.0071361064910889,1.2,223.890625
117,26,7,1,"[26, 21, 13, 9, 7]",400.0,21.6,13.6,2.8,,,,,,U,OK,1.0060160160064697,1.2,223.890625
118,26,8,1,"[26, 21, 13, 14, 10, 8]",600.0,32.2,3.8,4.0,,,,,,U,OK,1.0086257457733154,2.4,223.890625
119,26,8,1,"[26, 23, 25, 18, 14, 10, 8]",600.0,32.2,1.0,4.2,,,,,,U,OK,1.0088262557983398,1.2,223.890625
120,26,9,1,"[26, 21, 13, 9]",300.0,16.2,13.6,2.1,,,,,,U,OK,1.0052320957183838,1.2,223.890625
121,26,9,1,"[26, 21, 13, 9]",300.0,16.2,13.6,2.1,,,,,,U,OK,1.0103368759155273,12.9,223.890625
122,26,10,1,"[26, 21, 13, 9, 10]",450.0,24.1,1.0,3.0,,,,,,U,OK,1.0075581073760986,2.3,223.890625
123,26,13,1,"[26, 21, 13]",200.0,10.8,13.6,1.4,,,,,,U,OK,1.0107078552246094,8.1,223.890625
124,26,14,1,"[26, 23, 25, 18, 14]",400.0,21.4,1.0,2.8,,,,,,U,OK,1.0090317726135254,3.6,223.890625
125,26,18,1,"[26, 23, 25, 18]",300.0,16.0,1.0,2.1,,,,,,U,OK,1.0090341567993164,3.7,223.890625
126,26,21,1,"[26, 21]",100.0,5.4,13.6,0.7,,,,,,U,OK,1.0100650787353516,2.3,223.890625
127,26,23,1,"[26, 23]",150.0,7.9,1.0,1.0,,,,,,U,OK,1.0099480152130127,4.6,223.890625
128,26,25,1,"[26, 23, 25]",200.0,10.6,1.0,1.4,,,,,,U,OK,1.0050439834594727,2.4,223.890625
129,26,25,1,"[26, 23, 25]",200.0,10.6,1.0,1.4,,,,,,U,OK,1.011167049407959,1.2,223.890625
130,30,3,1,"[30, 25, 18, 14, 10, 8, 3]",800.0,42.8,3.8,5.2,,,,,,U,OK,1.0098707675933838,2.4,223.890625
131,30,3,1,"[30, 25, 18, 14, 10, 8, 3]",800.0,42.8,3.8,5.2,,,,,,U,OK,1.0097510814666748,6.0,223.890625
132,30,4,1,"[30, 25, 18, 14, 10, 8, 4]",800.0,42.8,3.8,5.2,,,,,,U,OK,1.0103399753570557,3.6,223.890625
133,30,5,1,"[30, 25, 18, 14, 10, 9, 7, 5]",850.0,45.5,1.0,5.6,,,,,,U,OK,1.008481740951538,0.0,223.890625
134,30,7,1,"[30, 25, 18, 14, 10, 9, 7]",750.0,40.1,1.0,4.9,,,,,,U,OK,1.0087151527404785,2.4,223.890625
