Id,origen,destino,num_demandas,ruta_primaria,distancia_primaria,atenuacion_primaria,osnr_primaria,latencia e2e primaria,ruta_secundaria,distancia_secundaria,atenuacion_secundaria,osnr_secundaria,latencia e2e secundaria,Tipo,Estado,Tiempo,CPU,Memoria
89,25,3,1,"[25, 18, 14, 10, 8, 3]",600.0,32.2,3.8,4.0,,,,,,U,OK,0.0004088878631591797,0.0,203.875
90,25,4,1,"[25, 18, 14, 10, 8, 4]",600.0,32.2,3.8,4.0,,,,,,U,OK,0.00013303756713867188,11.3,203.875
91,25,4,1,"[25, 18, 14, 10, 8, 4]",600.0,32.2,3.8,4.0,,,,,,U,OK,0.00011110305786132812,24.4,203.875
92,25,5,1,"[25, 23, 13, 9, 7, 5]",600.0,32.2,12.8,4.0,,,,,,U,OK,9.870529174804688e-05,0.0,203.875
93,25,5,1,"[25, 23, 13, 9, 7, 5]",600.0,32.2,12.8,4.0,,,,,,U,OK,8.988380432128906e-05,0.0,203.875
94,25,7,1,"[25, 23, 13, 9, 7]",500.0,26.8,12.8,3.3,,,,,,U,OK,0.00011324882507324219,0.0,203.875
95,25,7,1,"[25, 23, 13, 9, 7]",500.0,26.8,12.8,3.3,,,,,,U,OK,0.00016999244689941406,0.0,203.875
96,25,8,1,"[25, 18, 14, 10, 8]",400.0,21.6,13.6,2.8,,,,,,U,OK,0.0007081031799316406,0.0,203.875
97,25,8,1,"[25, 18, 14, 10, 8]",400.0,21.6,13.6,2.8,,,,,,U,OK,0.0005490779876708984,0.0,203.875
98,25,9,1,"[25, 23, 13, 9]",400.0,21.4,12.8,2.6,,,,,,U,OK,0.0006988048553466797,0.0,203.875
99,25,9,1,"[25, 23, 13, 9]",400.0,21.4,12.8,2.6,,,,,,U,OK,0.0004487037658691406,0.0,203.875
100,25,10,1,"[25, 18, 14, 10]",300.0,16.2,13.6,2.1,,,,,,U,OK,0.0005040168762207031,11.3,203.875
101,25,10,1,"[25, 18, 14, 10]",300.0,16.2,13.6,2.1,,,,,,U,OK,0.00047898292541503906,7.2,203.875
102,25,13,1,"[25, 23, 13]",300.0,16.0,12.8,1.9,,,,,,U,OK,0.0007166862487792969,0.0,203.875
103,25,13,1,"[25, 23, 13]",300.0,16.0,12.8,1.9,,,,,,U,OK,0.00035691261291503906,0.0,203.875
104,25,14,1,"[25, 18, 14]",200.0,10.8,13.6,1.4,,,,,,U,OK,0.0003590583801269531,0.0,203.875
105,25,14,1,"[25, 18, 14]",200.0,10.8,13.6,1.4,,,,,,U,OK,0.00042128562927246094,0.0,203.875
106,25,18,1,"[25, 18]",100.0,5.4,13.6,0.7,,,,,,U,OK,0.0005991458892822266,0.0,203.875
107,25,18,1,"[25, 18]",100.0,5.4,13.6,0.7,,,,,,U,OK,0.00037407875061035156,0.0,203.875
108,25,21,1,"[25, 23, 26, 21]",300.0,16.0,1.0,2.1,,,,,,U,OK,0.0007421970367431641,0.0,203.875
109,25,21,1,"[25, 23, 26, 21]",300.0,16.0,1.0,2.1,,,,,,U,OK,0.000331878662109375,0.0,203.875
110,25,23,1,"[25, 23]",50.0,2.7,13.8,0.4,,,,,,U,OK,0.0005850791931152344,7.9,203.875
111,25,23,1,"[25, 23]",50.0,2.7,13.8,0.4,,,,,,U,OK,0.0003960132598876953,0.0,203.875
112,26,3,1,"[26, 21, 13, 9, 7, 5, 3]",650.0,34.9,1.0,4.4,,,,,,U,OK,0.0007376670837402344,0.0,203.875
113,26,3,1,"[26, 21, 13, 9, 7, 5, 3]",650.0,34.9,1.0,4.4,,,,,,U,OK,0.0003933906555175781,0.0,203.875
114,26,4,1,"[26, 21, 13, 9, 10, 8, 4]",750.0,40.1,1.0,4.9,,,,,,U,OK,0.0004899501800537109,0.0,203.875
115,26,4,1,"[26, 21, 13, 9, 10, 8, 4]",750.0,40.1,1.0,4.9,,,,,,U,OK,0.00040221214294433594,0.0,203.875
116,26,5,1,"[26, 21, 13, 9, 7, 5]",500.0,27.0,13.6,3.5,,,,,,U,OK,0.0007150173187255859,0.0,203.875
117,26,7,1,"[26, 21, 13, 9, 7]",400.0,21.6,13.6,2.8,,,,,,U,OK,0.0003509521484375,0.0,203.875
118,26,8,1,"[26, 21, 13, 9, 10, 8]",550.0,29.5,1.0,3.8,,,,,,U,OK,0.0007078647613525391,0.0,203.875
119,26,8,1,"[26, 21, 13, 9, 10, 8]",550.0,29.5,1.0,3.8,,,,,,U,OK,0.0004489421844482422,0.0,203.875
120,26,9,1,"[26, 21, 13, 9]",300.0,16.2,13.6,2.1,,,,,,U,OK,0.0005970001220703125,12.4,203.875
121,26,9,1,"[26, 21, 13, 9]",300.0,16.2,13.6,2.1,,,,,,U,OK,0.0002770423889160156,44.7,203.875
122,26,10,1,"[26, 21, 13, 9, 10]",450.0,24.1,1.0,3.0,,,,,,U,OK,0.0005068778991699219,3.6,203.875
123,26,13,1,"[26, 21, 13]",200.0,10.8,13.6,1.4,,,,,,U,OK,0.00045490264892578125,0.0,203.875
124,26,14,1,"[26, 21, 13, 14]",400.0,21.4,3.8,2.6,,,,,,U,OK,0.0006377696990966797,0.0,203.875
125,26,18,1,"[26, 23, 25, 18]",300.0,16.0,1.0,2.1,,,,,,U,OK,0.0006148815155029297,0.0,203.875
126,26,21,1,"[26, 21]",100.0,5.4,13.6,0.7,,,,,,U,OK,0.0005660057067871094,0.0,203.875
127,26,23,1,"[26, 23]",150.0,7.9,1.0,1.0,,,,,,U,OK,0.0006289482116699219,0.0,203.875
128,26,25,1,"[26, 23, 25]",200.0,10.6,1.0,1.4,,,,,,U,OK,0.0004849433898925781,0.0,203.875
129,26,25,1,"[26, 23, 25]",200.0,10.6,1.0,1.4,,,,,,U,OK,0.0003859996795654297,0.0,203.875
130,30,3,1,"[30, 18, 14, 10, 8, 3]",800.0,42.6,1.0,5.0,,,,,,U,OK,0.0003960132598876953,11.5,203.875
131,30,3,1,"[30, 18, 14, 10, 8, 3]",800.0,42.6,1.0,5.0,,,,,,U,OK,0.0006473064422607422,7.4,203.875
132,30,4,1,"[30, 18, 14, 10, 8, 4]",800.0,42.6,1.0,5.0,,,,,,U,OK,0.0007181167602539062,10.8,203.875
133,30,5,1,"[30, 25, 23, 13, 9, 7, 5]",800.0,42.8,3.8,5.2,,,,,,U,OK,0.00036406517028808594,0.0,203.875
134,30,7,1,"[30, 25, 23, 13, 9, 7]",700.0,37.4,3.8,4.5,,,,,,U,OK,0.0004968643188476562,0.0,203.875
135,30,8,1,"[30, 18, 14, 10, 8]",600.0,32.0,1.0,3.8,,,,,,U,OK,0.0002663135528564453,0.0,203.875
136,30,9,1,"[30, 25, 23, 13, 9]",600.0,32.0,3.8,3.8,,,,,,U,OK,0.00018787384033203125,0.0,203.875
137,30,10,1,"[30, 18, 14, 10]",500.0,26.6,1.0,3.1,,,,,,U,OK,0.0003077983856201172,0.0,203.875
138,30,13,1,"[30, 25, 23, 13]",500.0,26.6,3.8,3.1,,,,,,U,OK,0.0006899833679199219,0.0,203.875
139,30,14,1,"[30, 18, 14]",400.0,21.2,1.0,2.4,,,,,,U,OK,0.000392913818359375,0.0,203.875
140,30,18,1,"[30, 18]",300.0,15.8,1.0,1.7,,,,,,U,OK,0.0006799697875976562,8.4,203.875
141,30,21,1,"[30, 25, 23, 26, 21]",500.0,26.6,1.0,3.3,,,,,,U,OK,0.0003960132598876953,0.0,203.875
142,30,23,1,"[30, 25, 23]",250.0,13.3,3.8,1.6,,,,,,U,OK,0.0003941059112548828,0.0,203.875
143,30,25,1,"[30, 25]",200.0,10.6,3.8,1.2,,,,,,U,OK,0.00031304359436035156,0.0,203.875
144,30,26,1,"[30, 25, 23, 26]",400.0,21.2,1.0,2.6,,,,,,U,OK,0.0007469654083251953,0.0,203.875
